date,title,link
2012-07-03,「全民運動日」推廣每天運動半小時（附圖）,http://www.info.gov.hk/gia/general/201207/03/P201207030191.htm
2012-07-03,環境局局長會見傳媒談話全文（只有中文）,http://www.info.gov.hk/gia/general/201207/03/P201207030291.htm
2012-07-03,音樂事務處香港青年弦樂團　出訪維也納、布拉格作文化音樂交流,http://www.info.gov.hk/gia/general/201207/03/P201207030216.htm
2012-07-03,水塘存水數字,http://www.info.gov.hk/gia/general/201207/03/P201207030250.htm
2012-07-03,專業服務發展資助計劃接受新一輪申請,http://www.info.gov.hk/gia/general/201207/03/P201207030180.htm
2012-07-03,政務司司長會見傳媒談話全文（只有中文）（附圖／短片）,http://www.info.gov.hk/gia/general/201207/03/P201207030234.htm
2012-07-03,明日賽馬日跑馬地特別交通措施,http://www.info.gov.hk/gia/general/201207/03/P201207030219.htm
2012-07-03,大埔致命交通意外,http://www.info.gov.hk/gia/general/201207/03/P201207030143.htm
2012-07-04,立法會五題：綠色建築和節能措施,http://www.info.gov.hk/gia/general/201207/04/P201207040547.htm
2012-07-04,財政司司長出席粵港旅遊業界慶回歸合作交流會致辭全文（只有中文）（附圖／短片）,http://www.info.gov.hk/gia/general/201207/04/P201207040339.htm
2012-07-04,「跑馬地地下蓄洪計劃」榮獲「２０１２年國際水協會項目創新大獎」（附圖）,http://www.info.gov.hk/gia/general/201207/04/P201207040575.htm
2012-07-04,尋回失蹤男子,http://www.info.gov.hk/gia/general/201207/04/P201207040581.htm
2012-07-04,大環山游泳池重新開放,http://www.info.gov.hk/gia/general/201207/04/P201207040538.htm
2012-07-04,環境局局長答問全文,http://www.info.gov.hk/gia/general/201207/04/P201207040520.htm
2012-07-04,較少雨的六月,http://www.info.gov.hk/gia/general/201207/04/P201207040495.htm
2012-07-04,民政事務總署開放夜間臨時避暑中心,http://www.info.gov.hk/gia/general/201207/04/P201207040490.htm
2012-07-04,空氣污染指數暫停發放,http://www.info.gov.hk/gia/general/201207/04/P201207040493.htm
2012-07-04,公司違例經營會社被判罰,http://www.info.gov.hk/gia/general/201207/04/P201207040412.htm
2012-07-04,民政事務局常任秘書長出席２０１２年《中國歷史文化周》－《翰墨傳承》啟動禮暨「徐悲鴻盃國際青少年兒童美術比賽」頒獎禮致辭全文（只有中文）,http://www.info.gov.hk/gia/general/201207/04/P201207030540.htm
2012-07-04,立法會十五題：內地居民經香港陸路口岸出入境情況,http://www.info.gov.hk/gia/general/201207/04/P201207040435.htm
2012-07-04,立法會十八題：為護老者提供的支援服務,http://www.info.gov.hk/gia/general/201207/04/P201207040396.htm
2012-07-04,保安局局長在立法會保安事務委員會會議開場發言（只有中文）,http://www.info.gov.hk/gia/general/201207/04/P201207040431.htm
2012-07-04,傳統車輛登記號碼拍賣將於七月十五日舉行,http://www.info.gov.hk/gia/general/201207/04/P201207040419.htm
2012-07-04,公司及其董事因違反支付工資及年終酬金的規定被判罰款,http://www.info.gov.hk/gia/general/201207/04/P201207040429.htm
2012-07-04,港匯指數,http://www.info.gov.hk/gia/general/201207/04/P201207040160.htm
2012-07-04,廉政公署事宜投訴委員會年報提交立法會,http://www.info.gov.hk/gia/general/201207/04/P201207040413.htm
2012-07-04,立法會二十題：開拓土地資源,http://www.info.gov.hk/gia/general/201207/04/P201207040370.htm
2012-07-04,六月份土地註冊處統計數字,http://www.info.gov.hk/gia/general/201207/04/P201207040237.htm
2012-07-04,環境局局長於立法會環境事務委員會會議開場發言（只有中文）,http://www.info.gov.hk/gia/general/201207/04/P201207040389.htm
2012-07-04,立法會四題：新政府總部及立法會大樓的用電情況和能源效率,http://www.info.gov.hk/gia/general/201207/04/P201207040402.htm
2012-07-04,香港宣傳片於北京天安門廣場播放（附圖）,http://www.info.gov.hk/gia/general/201207/04/P201207040291.htm
2012-07-04,立法會十一題：打擊違法的收債活動,http://www.info.gov.hk/gia/general/201207/04/P201207040398.htm
2012-07-04,立法會十二題：醫務社會服務,http://www.info.gov.hk/gia/general/201207/04/P201207040341.htm
2012-07-04,立法會六題：政府積極回應各界訴求,http://www.info.gov.hk/gia/general/201207/04/P201207040387.htm
2012-07-04,保安局局長會見傳媒談話全文,http://www.info.gov.hk/gia/general/201207/04/P201207040366.htm
2012-07-04,香港金融管理局外匯基金票據投標結果,http://www.info.gov.hk/gia/general/201207/04/P201207040363.htm
2012-07-04,立法會十六題：外傭中介公司,http://www.info.gov.hk/gia/general/201207/04/P201207040304.htm
2012-07-04,商務及經濟發展局局長與傳媒談話內容（只有中文）,http://www.info.gov.hk/gia/general/201207/04/P201207040324.htm
2012-07-04,食物及生局局長談話內容,http://www.info.gov.hk/gia/general/201207/04/P201207040373.htm
2012-07-04,立法會三題：貝璐道４號,http://www.info.gov.hk/gia/general/201207/04/P201207040355.htm
2012-07-04,立法會十題：就業選配計劃,http://www.info.gov.hk/gia/general/201207/04/P201207040299.htm
2012-07-04,香港：韓國企業發展業務的理想夥伴（附圖）,http://www.info.gov.hk/gia/general/201207/04/P201207040372.htm
2012-07-04,立法會十七題：路邊空氣質素,http://www.info.gov.hk/gia/general/201207/04/P201207040293.htm
2012-07-04,立法會十三題：兒童專科卓越醫療中心,http://www.info.gov.hk/gia/general/201207/04/P201207040315.htm
2012-07-04,立法會二題：法定假日,http://www.info.gov.hk/gia/general/201207/04/P201207040320.htm
2012-07-04,立法會一題：醫護人力規劃及專業發展,http://www.info.gov.hk/gia/general/201207/04/P201207040294.htm
2012-07-04,教育局局長會見傳媒談話全文（只有中文）,http://www.info.gov.hk/gia/general/201207/04/P201207040326.htm
2012-07-04,立法會十九題：水管爆裂事故,http://www.info.gov.hk/gia/general/201207/04/P201207040220.htm
2012-07-04,立法會十四題：起動九龍東辦事處,http://www.info.gov.hk/gia/general/201207/04/P201207040266.htm
2012-07-04,立法會九題：女童軍總會運作,http://www.info.gov.hk/gia/general/201207/04/P201207040286.htm
2012-07-04,大環山游泳池暫停開放,http://www.info.gov.hk/gia/general/201207/04/P201207040302.htm
2012-07-04,立法會八題：協助失業及低收入綜援受助人的措施,http://www.info.gov.hk/gia/general/201207/04/P201207040273.htm
2012-07-04,三個慈善團體本周六分區賣旗,http://www.info.gov.hk/gia/general/201207/04/P201207040227.htm
2012-07-04,市民可由明日起使用公眾游泳池月票（附圖）,http://www.info.gov.hk/gia/general/201207/04/P201207030514.htm
2012-07-04,立法會七題：公屋非長者一人申請者,http://www.info.gov.hk/gia/general/201207/04/P201207040248.htm
2012-07-04,中小企「優質管理心法：如何推動團隊追求卓越」研討會,http://www.info.gov.hk/gia/general/201207/04/P201207030467.htm
2012-07-04,今日立法會會議議程已作修訂,http://www.info.gov.hk/gia/general/201207/04/P201207040190.htm
2012-07-04,賽馬日跑馬地特別交通措施,http://www.info.gov.hk/gia/general/201207/04/P201207040195.htm
2012-07-04,警方呼籲市民提供九龍城失蹤男子消息（附圖）,http://www.info.gov.hk/gia/general/201207/04/P201207040174.htm
2012-07-04,香港海關在機場檢獲可卡因毒品（附圖）,http://www.info.gov.hk/gia/general/201207/04/P201207040136.htm
2012-07-04,僱主應評估僱員中暑的風險,http://www.info.gov.hk/gia/general/201207/04/P201207040028.htm
2012-07-04,酷熱天氣警告已發出,http://www.info.gov.hk/gia/general/201207/04/P201207040026.htm
2012-07-05,選舉事務處跟進懷疑選民虛報登記住址報道,http://www.info.gov.hk/gia/general/201207/05/P201207050751.htm
2012-07-05,慶祝香港回歸十五周年　倫敦經貿辦以龍舟節及電影節展開連串活動（附圖）,http://www.info.gov.hk/gia/general/201207/05/P201207050706.htm
2012-07-05,警方拘捕四十七人涉嫌干犯黑社會有關罪行,http://www.info.gov.hk/gia/general/201207/05/P201207050707.htm
2012-07-05,生防護中心調查日本腦炎個案,http://www.info.gov.hk/gia/general/201207/05/P201207050651.htm
2012-07-05,警方呼籲市民提供觀塘失蹤女子消息（附圖）,http://www.info.gov.hk/gia/general/201207/05/P201207050664.htm
2012-07-05,偽證用家及帶家在入境詐騙案中被囚,http://www.info.gov.hk/gia/general/201207/05/P201207050577.htm
2012-07-05,生防護中心調查一個月大女嬰死亡個案,http://www.info.gov.hk/gia/general/201207/05/P201207050601.htm
2012-07-05,行政長官與問責團隊再到地區聽取民意,http://www.info.gov.hk/gia/general/201207/05/P201207050584.htm
2012-07-05,行政長官與批發零售業界會面,http://www.info.gov.hk/gia/general/201207/05/P201207050579.htm
2012-07-05,行政長官出席外交部駐港特派員公署慶祝香港回歸暨外交部駐港特派員公署成立十五周年酒會致辭全文（只有中文）（附圖／短片）,http://www.info.gov.hk/gia/general/201207/05/P201207050554.htm
2012-07-05,公務員事務局局長會見傳媒談話內容,http://www.info.gov.hk/gia/general/201207/05/P201207050529.htm
2012-07-05,生署調查壞死性筋膜炎個案,http://www.info.gov.hk/gia/general/201207/05/P201207050517.htm
2012-07-05,港匯指數,http://www.info.gov.hk/gia/general/201207/05/P201207050269.htm
2012-07-05,電影資料館「百部不可不看的香港電影」七月至九月選映左几、許鞍華、李翰祥、王天林、許冠文名作（附圖）,http://www.info.gov.hk/gia/general/201207/05/P201207050457.htm
2012-07-05,發展局局長與傳媒談話內容,http://www.info.gov.hk/gia/general/201207/05/P201207050500.htm
2012-07-05,土地註冊處二○一二年上半年度統計數字,http://www.info.gov.hk/gia/general/201207/05/P201207050415.htm
2012-07-05,朝暉粵劇團暑期粵劇體驗營－示範及學員匯報結業演出八月舉行,http://www.info.gov.hk/gia/general/201207/05/P201207050482.htm
2012-07-05,商務及經濟發展局局長在粵港澳投資說明會致辭全文（只有中文）,http://www.info.gov.hk/gia/general/201207/05/P201207050479.htm
2012-07-05,生防護中心密切監察柬埔寨爆發不明病症,http://www.info.gov.hk/gia/general/201207/05/P201207050477.htm
2012-07-05,《２０１２年道路交通（車輛登記及領牌）（修訂）（第２號）規例》七月九日起正式生效,http://www.info.gov.hk/gia/general/201207/05/P201207050467.htm
2012-07-05,雀鳥公園一個環境樣本發現Ｈ５Ｎ１禽流感病毒,http://www.info.gov.hk/gia/general/201207/05/P201207050469.htm
2012-07-05,《童話歷奇幻想曲》周末香港文化中心露天廣場與市民同樂（附圖）,http://www.info.gov.hk/gia/general/201207/05/P201207050439.htm
2012-07-05,八鄉致命交通意外,http://www.info.gov.hk/gia/general/201207/05/P201207050461.htm
2012-07-05,研究資助局「宇宙學與天體物理」公眾講座周六舉行,http://www.info.gov.hk/gia/general/201207/05/P201207050441.htm
2012-07-05,漁護署推介有機蔬果新品種（附圖）,http://www.info.gov.hk/gia/general/201207/05/P201207050420.htm
2012-07-05,北京竹樂團《樂在竹林》音樂會　奇趣竹製樂器帶來清新音樂體驗（附圖）,http://www.info.gov.hk/gia/general/201207/05/P201207040470.htm
2012-07-05,新編粵劇《無私鐵面包龍圖》　阮兆輝突破演出,http://www.info.gov.hk/gia/general/201207/05/P201207050387.htm
2012-07-05,幼兒學校因手足口病停課,http://www.info.gov.hk/gia/general/201207/05/P201207050378.htm
2012-07-05,生防護中心調查一宗退伍軍人症個案,http://www.info.gov.hk/gia/general/201207/05/P201207050375.htm
2012-07-05,自訂車輛登記號碼拍賣將於七月十四日舉行,http://www.info.gov.hk/gia/general/201207/05/P201207050346.htm
2012-07-05,七月八日於灣仔北的特別交通及運輸安排,http://www.info.gov.hk/gia/general/201207/05/P201207050339.htm
2012-07-05,環境局局長答問全文（只有中文）,http://www.info.gov.hk/gia/general/201207/05/P201207050359.htm
2012-07-05,財政司司長出席２０１２粵港經濟技術貿易合作交流會開幕式致辭全文（只有中文）（附圖／短片）,http://www.info.gov.hk/gia/general/201207/05/P201207050327.htm
2012-07-05,《基本法》紀念品設計比賽接受報名,http://www.info.gov.hk/gia/general/201207/05/P201207050295.htm
2012-07-05,東九龍總區交通日,http://www.info.gov.hk/gia/general/201207/05/P201207050318.htm
2012-07-05,天水圍公園滑板場暫停開放,http://www.info.gov.hk/gia/general/201207/05/P201207050316.htm
2012-07-05,漁護署在各漁港展開狂犬病防疫注射,http://www.info.gov.hk/gia/general/201207/05/P201207050243.htm
2012-07-05,二零一二年代表香港境外母公司的駐港公司按年統計調查－政府統計處促請各有關公司填妥及交回統計調查問卷,http://www.info.gov.hk/gia/general/201207/05/P201207040458.htm
2012-07-05,泳灘懸掛紅旗,http://www.info.gov.hk/gia/general/201207/05/P201207050268.htm
2012-07-05,渠務署籲請市民報告水浸,http://www.info.gov.hk/gia/general/201207/05/P201207050253.htm
2012-07-05,警方呼籲駕駛人士下雨天小心駕駛,http://www.info.gov.hk/gia/general/201207/05/P201207050231.htm
2012-07-05,荃灣三級火警（四）,http://www.info.gov.hk/gia/general/201207/05/P201207050201.htm
2012-07-05,荃灣三級火警（三）,http://www.info.gov.hk/gia/general/201207/05/P201207050180.htm
2012-07-05,升旗儀式取消,http://www.info.gov.hk/gia/general/201207/05/P201207050170.htm
2012-07-05,荃灣三級火警（二）,http://www.info.gov.hk/gia/general/201207/05/P201207050154.htm
2012-07-05,荃灣三級火警,http://www.info.gov.hk/gia/general/201207/05/P201207050140.htm
2012-07-06,生防護中心調查懷疑食物中毒個案,http://www.info.gov.hk/gia/general/201207/06/P201207060465.htm
2012-07-06,布魯塞爾撒尿小童銅像換新裝　慶祝香港特區成立十五年（附圖）,http://www.info.gov.hk/gia/general/201207/06/P201207040569.htm
2012-07-06,愛沙尼亞國家芭蕾舞團今晚為「國際綜藝合家歡」揭開序幕（附圖）,http://www.info.gov.hk/gia/general/201207/06/P201207060411.htm
2012-07-06,二○一二年第二季批出六份預售樓花同意書,http://www.info.gov.hk/gia/general/201207/06/P201207060517.htm
2012-07-06,政務司司長出席國際綜藝合家歡開幕典禮致辭全文（附圖／短片）,http://www.info.gov.hk/gia/general/201207/06/P201207060573.htm
2012-07-06,香港海關提醒家長留意玩具安全（附圖）,http://www.info.gov.hk/gia/general/201207/06/P201207060525.htm
2012-07-06,政府繼續不遺餘力打擊毒品問題,http://www.info.gov.hk/gia/general/201207/06/P201207060556.htm
2012-07-06,鴻嘉寶粵劇團八月演出半日安名劇,http://www.info.gov.hk/gia/general/201207/06/P201207060510.htm
2012-07-06,運輸及房屋局局長視察沙田公屋用地（附圖）,http://www.info.gov.hk/gia/general/201207/06/P201207060473.htm
2012-07-06,保護水資源大使印證「節約用水　從家開始」（附圖）,http://www.info.gov.hk/gia/general/201207/06/P201207060508.htm
2012-07-06,業主不遵從清拆命令上訴被駁回,http://www.info.gov.hk/gia/general/201207/06/P201207060456.htm
2012-07-06,發展局局長與傳媒談話內容,http://www.info.gov.hk/gia/general/201207/06/P201207060466.htm
2012-07-06,西貢將軍澳政府綜合大樓正式開幕（附圖）,http://www.info.gov.hk/gia/general/201207/06/P201207060423.htm
2012-07-06,立法會及其委員會會議,http://www.info.gov.hk/gia/general/201207/06/P201207060439.htm
2012-07-06,香港海關破獲歷來最大宗販運可卡因案件檢獲６４９公斤可卡因（附圖）,http://www.info.gov.hk/gia/general/201207/06/P201207060398.htm
2012-07-06,生防護中心調查壞死性筋膜炎個案,http://www.info.gov.hk/gia/general/201207/06/P201207060427.htm
2012-07-06,民政事務局局長會晤英國外交部國務大臣（附圖）,http://www.info.gov.hk/gia/general/201207/06/P201207060384.htm
2012-07-06,香港的最新外匯儲備資產數字,http://www.info.gov.hk/gia/general/201207/06/P201207060397.htm
2012-07-06,金管局調查雷曼兄弟相關個案的進展,http://www.info.gov.hk/gia/general/201207/06/P201207060334.htm
2012-07-06,環保署在銅鑼灣舉辦停車熄匙展覽（附圖）,http://www.info.gov.hk/gia/general/201207/06/P201207060362.htm
2012-07-06,港匯指數,http://www.info.gov.hk/gia/general/201207/06/P201207060139.htm
2012-07-06,「學校體育推廣計劃頒獎典禮」今日舉行（附圖）,http://www.info.gov.hk/gia/general/201207/06/P201207060356.htm
2012-07-06,全球外來直接投資持續增長　流入香港金額創新高（附圖／短片）,http://www.info.gov.hk/gia/general/201207/06/P201207060281.htm
2012-07-06,灣仔北特別交通安排,http://www.info.gov.hk/gia/general/201207/06/P201207060347.htm
2012-07-06,環保署公布泳灘等級,http://www.info.gov.hk/gia/general/201207/06/P201207050472.htm
2012-07-06,財經事務及庫務局局長與傳媒談話內容（只有中文）,http://www.info.gov.hk/gia/general/201207/06/P201207060335.htm
2012-07-06,關愛基金租住私人樓宇長者津貼下周一起接受申請（附圖）,http://www.info.gov.hk/gia/general/201207/06/P201207060293.htm
2012-07-06,教育局局長會見傳媒談話全文（只有中文）,http://www.info.gov.hk/gia/general/201207/06/P201207060320.htm
2012-07-06,九龍公眾巡遊特別交通安排,http://www.info.gov.hk/gia/general/201207/06/P201207060325.htm
2012-07-06,歡迎參與灣仔區慶祝香港回歸祖國十五周年海陸空大匯演,http://www.info.gov.hk/gia/general/201207/06/P201207060242.htm
2012-07-06,啟德機場北面停機坪第四期基建工程刊憲,http://www.info.gov.hk/gia/general/201207/06/P201207060172.htm
2012-07-06,勞工處舉辦《最低工資條例》講座,http://www.info.gov.hk/gia/general/201207/06/P201207060205.htm
2012-07-06,泳灘懸掛紅旗,http://www.info.gov.hk/gia/general/201207/06/P201207060186.htm
2012-07-06,南區兩個水上活動中心重開,http://www.info.gov.hk/gia/general/201207/06/P201207060158.htm
2012-07-06,尋回失蹤女子,http://www.info.gov.hk/gia/general/201207/06/P201207060151.htm
2012-07-07,環境局局長會見傳媒答問全文（只有中文）（附圖）,http://www.info.gov.hk/gia/general/201207/07/P201207070540.htm
2012-07-07,畢加索珍品展門票全部售罄,http://www.info.gov.hk/gia/general/201207/07/P201207070473.htm
2012-07-07,入境處調查外籍家庭傭工在外留宿,http://www.info.gov.hk/gia/general/201207/07/P201207070464.htm
2012-07-07,民政事務總署開放夜間臨時避暑中心,http://www.info.gov.hk/gia/general/201207/07/P201207070468.htm
2012-07-07,能見度測量方法設計比賽頒獎　展現學生科技應用能力（附圖）,http://www.info.gov.hk/gia/general/201207/07/P201207070360.htm
2012-07-07,勞工及福利局局長「沒有牆的世界ＩＩＩ」啟播儀式致辭全文（只有中文）,http://www.info.gov.hk/gia/general/201207/07/P201207050575.htm
2012-07-07,「檢控週」推廣香港刑事司法制度（附圖）,http://www.info.gov.hk/gia/general/201207/07/P201207070358.htm
2012-07-07,商務及經濟發展局局長與傳媒談話內容（只有中文）,http://www.info.gov.hk/gia/general/201207/07/P201207070362.htm
2012-07-07,青山醫院有病人出現呼吸道感染徵狀,http://www.info.gov.hk/gia/general/201207/07/P201207070336.htm
2012-07-07,僱主應評估僱員中暑的風險,http://www.info.gov.hk/gia/general/201207/07/P201207070349.htm
2012-07-07,酷熱天氣警告已發出,http://www.info.gov.hk/gia/general/201207/07/P201207070344.htm
2012-07-07,康文署提醒市民注意水上安全（附圖）,http://www.info.gov.hk/gia/general/201207/07/P201207060459.htm
2012-07-07,第一屆國際青少年華文創作大賽閉幕及頒獎典禮今日舉行（附圖）,http://www.info.gov.hk/gia/general/201207/07/P201207060189.htm
2012-07-07,政務司司長會見傳媒談話全文（只有中文）（附圖／短片）,http://www.info.gov.hk/gia/general/201207/07/P201207070302.htm
2012-07-07,運輸及房屋局局長就其住所的聲明,http://www.info.gov.hk/gia/general/201207/07/P201207070275.htm
2012-07-07,財政司司長會見傳媒談話全文（附圖）,http://www.info.gov.hk/gia/general/201207/07/P201207070257.htm
2012-07-07,劍生輝粵劇團搬演林家聲名劇,http://www.info.gov.hk/gia/general/201207/07/P201207060396.htm
2012-07-07,明日賽馬日沙田特別交通措施,http://www.info.gov.hk/gia/general/201207/07/P201207060214.htm
2012-07-07,星期六分區賣旗日,http://www.info.gov.hk/gia/general/201207/07/P201207060211.htm
2012-07-07,二○一二年香港電影節在柏林掀起序幕（附圖）,http://www.info.gov.hk/gia/general/201207/07/P201207060655.htm
2012-07-08,行政長官出席香江聚賢執行委員會就職典禮致辭全文（只有中文）（附圖／短片）,http://www.info.gov.hk/gia/general/201207/08/P201207080512.htm
2012-07-08,財政司司長會見傳媒談話全文（只有中文）（附圖／短片）,http://www.info.gov.hk/gia/general/201207/08/P201207080501.htm
2012-07-08,發展局局長和保安局局長東涌會見傳媒談話全文（只有中文）（附圖）,http://www.info.gov.hk/gia/general/201207/08/P201207080477.htm
2012-07-08,行政長官黃大仙會見傳媒談話全文（附圖／短片）,http://www.info.gov.hk/gia/general/201207/08/P201207080472.htm
2012-07-08,民政事務總署開放夜間臨時避暑中心,http://www.info.gov.hk/gia/general/201207/08/P201207080463.htm
2012-07-08,財經事務及庫務局局長和公務員事務局局長九龍城會見傳媒談話全文（只有中文）（附圖）,http://www.info.gov.hk/gia/general/201207/08/P201207080443.htm
2012-07-08,還押在囚人士企圖自殘,http://www.info.gov.hk/gia/general/201207/08/P201207080379.htm
2012-07-08,懲教人員拾獲懷疑毒品,http://www.info.gov.hk/gia/general/201207/08/P201207080372.htm
2012-07-08,濕地公園車位已泊滿,http://www.info.gov.hk/gia/general/201207/08/P201207080373.htm
